Distrito,Mean,Var,ACF1,Trend,Linearity,Curvature,Season,Peak,Trough,Entropy,Lumpiness,Spikiness,Lshift,Vchange,Fspots,Cpoints,KlScore,ChangeIdx
VAQUERIA,9.708140530276903,8.032112439078603,-0.18282858427125595,0.9063736598909817,0.0014191717397294451,-0.43240753094527584,0.035757989534187185,1e-07,-0.006932675042157936,1.2039728043259361,0.0001371950537129271,2.7726753345728336e-09,1e-07,1e-07,186.0,1.0,1e-10,1e-10
YATAITY,31.43341231446662,117.94160613844107,-0.24970936315084866,0.9330490460815934,0.0034913107679401837,-1.0377814551673814,0.03981075376617926,1e-07,-0.01115937500014691,1.1631508098056809,0.00040253413693931657,3.1420201172191052e-09,1e-07,1e-07,180.0,7.0,1e-10,1e-10
ITAPE,16.40067374745553,31.58126857568391,-0.034401671652743604,0.9166875234880978,0.0036753358590705413,-1.0803151192753404,0.026789870160082274,1e-07,-0.009092442936019518,0.6931471805599453,0.0002724651989022039,4.437604616788483e-09,1e-07,1e-07,178.0,5.0,1e-10,1e-10
SANTA ROSA DEL AGUARAY,17.443157366816497,629.4887430587382,0.6306718339264069,0.7910201178320948,0.002699786985652831,-0.6756189092878205,0.020954102024264176,1.0,-0.009677610651961181,0.47619012710323433,0.0002712421898854286,5.432465692842633e-09,0.03571428571420715,0.0012755102040789307,145.0,4.0,1e-10,1e-10
FELIX PEREZ CARDOZO,23.110491349930935,108.64032343064106,0.0611554370506548,0.8753900045816854,0.0022292018547859418,-0.6609046768398765,0.021720602864604643,1e-07,-0.010918303584219417,1.0216512475319814,0.0002945552858502651,5.165138380371969e-09,1e-07,1e-07,179.0,5.0,1e-10,1e-10
GENERAL ARTIGAS,12.170503512071548,126.7618477903934,-0.1766134832578625,0.5831227848213516,0.0010277925754143984,-0.3086801145592282,0.02254998230261729,1e-07,-0.00646769605389883,0.916290731874155,0.001103228356958686,2.0587965527114914e-08,1e-07,1e-07,183.0,2.0,1e-10,1e-10
JUAN MANUEL FRUTOS,4.396617235947965,0.0004897301726391983,-0.2500000000000094,0.9002802210895724,0.00046203818426986045,-0.14287399148917537,0.020578649226205892,1e-07,-0.007064925544109958,1e-08,0.0021719863050348076,4.934938207780035e-09,1e-07,1e-07,191.0,1.0,1e-10,1e-10
LA PASTORA,19.509610843671403,0.023958168487863717,0.4678504781028146,0.936645361844425,0.001221028979579048,-0.37556479287293787,0.02132386678357301,1e-07,-0.007794025418742592,1e-08,5.238660078537803e-11,4.82446378388967e-09,1e-07,1e-07,189.0,1.0,1e-10,1e-10
SAN JUAN DEL PARANA,12.835668267051902,14.701339084763962,-0.040880569643201393,0.8217056181212624,0.001241486328311121,-0.3782771337584696,0.02124682117579635,1e-07,-0.006482712765956848,0.5108256237659907,0.0012749205057979763,1.4378681087366495e-08,1e-07,1e-07,187.0,3.0,1e-10,1e-10
SIMON BOLIVAR,22.46925536065014,60.68933838397148,0.046364128612338296,0.9287893867909665,0.0036809999670543406,-1.0830961238695034,0.019185300413692374,1e-07,-0.00922181524338432,0.6061358035703156,0.0015134907403744713,4.514024337674128e-09,1e-07,1e-07,179.0,7.0,1e-10,1e-10
CAPITAN MEZA,11.79809901759863,78.95843149699853,-0.27043175724757224,0.9528467168270195,0.0005239265439184342,-0.1609898513349735,0.027709621556899378,1e-07,-0.004332078965877979,1.0986122886681098,0.0007214761698236958,1.763203600548005e-10,1e-07,1e-07,188.0,1.0,1e-10,1e-10
SAN JOAQUIN,15.094068936121916,83.8278680733975,0.5743196547957233,0.8975526554175167,0.0021649904282878035,-0.6402537326837767,0.018849252221240342,1e-07,-0.00853716031937343,1e-08,4.533697282743583e-05,2.286262560076023e-09,1e-07,1e-07,181.0,4.0,1e-10,1e-10
BORJA,9.92830783740246,0.0007423518674148407,0.5771390322831719,0.9539332216514632,0.002052783849707138,-0.6269720987371366,0.020833853245886935,1e-07,-0.007718812120271938,1e-08,0.002203543131775507,5.0671018961743924e-09,1e-07,1e-07,187.0,1.0,1e-10,1e-10
ITACURUBI DEL ROSARIO,25.083047199895617,347.5084761234484,-0.2824515068137391,0.9509740064837976,0.0005314777871206937,-0.1632876213999179,0.02805032819853026,1e-07,-0.004422864791188812,1.0986122886681098,0.0007203569551219487,1.8299693826310407e-10,1e-07,1e-07,188.0,1.0,1e-10,1e-10
JESUS,22.42670281597493,62.14550388164454,-0.5795191674166807,0.8903743802872666,0.0008196056549398049,-0.25215400305294217,0.022594610018586536,1e-07,-0.005225749329350871,1e-08,0.00013354572274985738,5.198704875492012e-09,1e-07,1e-07,189.0,2.0,1e-10,1e-10
ISLA PUCU,19.729272845083997,81.9311068138319,0.153229463716577,0.8916121436236415,0.0032256320011861,-0.940514026118517,0.01709437723239693,1e-07,-0.007736461458647374,0.8109302162163288,0.00031755113474671076,7.559544545941039e-09,1e-07,1e-07,176.0,6.0,1e-10,1e-10
SANTA ROSA DEL MBUTUY,24.462791066526442,677.2501408585683,0.6028265514974636,0.8730991851311856,0.002186990789983799,-0.6354545413101955,0.026794497211724,1e-07,-0.009816411079159808,1.5040773967762742,0.0006581447967471894,3.5052519818422398e-09,0.07606749959032602,0.0019287548313080835,170.0,2.0,1e-10,1e-10
VILLA DEL ROSARIO,17.093794809381304,0.023267663347904886,0.7112901752595627,0.9694264603986615,0.003677543701429545,-1.1057761155497603,0.020813624014729082,1e-07,-0.007779801655439553,0.5108256237659907,0.0022665824663491924,5.213527345654306e-09,1e-07,1e-07,183.0,1.0,1e-10,1e-10
3 DE FEBRERO,10.16997098679146,0.001368144109415797,-0.03815934924051831,0.9006641897334446,0.00046373573399361486,-0.14339926360334943,0.02056956943799859,1e-07,-0.007083540908846841,1e-08,0.002214780300185134,4.960316211538649e-09,1e-07,1e-07,191.0,1.0,1e-10,1e-10
YUTY,6.127895902452266,4.3309115889344225,-0.3053161360760272,0.8603153116988262,0.0026136779956104474,-0.7804521182240265,0.025227202611254995,1e-07,-0.011699587194422247,0.8649974374866046,0.00026936797201306196,1.2027339759666495e-08,1e-07,1e-07,182.0,6.0,1e-10,1e-10
YHU,3.3234987091227386,1.0816340311319428,-0.21230183751675893,0.9108280620592277,0.002629631016823909,-0.7845633478233631,0.014764847832606898,1.0,-0.008243168032605032,0.8362480242006186,0.0002760231247888494,5.535047434837172e-09,1e-07,1e-07,181.0,4.0,1e-10,1e-10
TAVAI,5.997111948590886,0.011850347196082842,0.4224025124490671,0.9395523765709112,0.0012006652907877188,-0.3693193413305712,0.02107194949316038,1e-07,-0.0075953334625807525,1e-08,1.7010432285872112e-09,4.244429550462955e-09,1e-07,1e-07,189.0,1.0,1e-10,1e-10
FILADELFIA,10.882073011129751,69.8337581944031,-0.11623413037938629,0.7140717375785607,0.002390006451469054,-0.6833987763332745,0.001457562149672409,1e-07,-0.004076751525854252,1.2685113254635072,0.0010457375376287969,1.6290010016269907e-08,0.16666666666643778,0.009259259259233826,173.0,8.0,1e-10,1e-10
MBOCAYATY DEL YHAGUY,35.38650537529444,696.1443750078436,-0.23045102842276544,0.6579982499933121,0.001548235175947493,-0.4562326016318998,0.013776851521931865,1e-07,-0.008899445449213925,0.7419373447293773,6.388888842645801e-05,2.1731296778009407e-08,1e-07,1e-07,180.0,4.0,1e-10,1e-10
SAN CARLOS,136.67448641311276,0.03096027248857457,-0.24999999999996195,0.8997611964463424,0.0004657263881458724,-0.14401416001301312,0.020578945755376332,1e-07,-0.007128104046326666,1e-08,0.0022542711993288893,5.11167464449328e-09,1e-07,1e-07,191.0,1.0,1e-10,1e-10
JOSE FASSARDI,17.242862723889765,29.80999566049678,-0.13688851332440513,0.8788932648199402,0.00246123221644543,-0.7337353308459504,0.018477412214724875,1e-07,-0.009256173669225353,0.322773392263051,0.00014166170908702725,1.0886377701840548e-08,1e-07,1e-07,182.0,5.0,1e-10,1e-10
JUAN DE MENA,35.404710662589665,518.8934140065824,-0.033683096989883844,0.7907406688567574,0.0016568886394557904,-0.5019714211751105,0.004344904778068037,1e-07,-0.005130144448121895,1e-08,0.0011005294613349822,1.30558898575605e-08,1e-07,1e-07,184.0,4.0,1e-10,1e-10
NUEVA GERMANIA,46.330418749549835,507.6561535717672,0.19479341464657038,0.8600403035811781,0.0012601313672159485,-0.382450626825272,0.02605998106248497,1e-07,-0.00803597222624002,0.6931471805599453,0.00025229534379443117,5.837689458269054e-09,1e-07,1e-07,186.0,2.0,1e-10,1e-10
UNION,34.905479067752154,119.47564861832232,-0.3138978760929829,0.872793116665974,0.0010367891302646179,-0.3176643984112532,0.02464158891347823,1e-07,-0.006548451010483821,1.0986122886681098,0.00014165933136503243,5.279763744615867e-09,1e-07,1e-07,188.0,3.0,1e-10,1e-10
CARMEN DEL PARANA,16.758873637755844,31.462154274487826,-0.25000000000000017,0.7188521289260501,0.00036644202007698676,-0.1132405136290946,0.020686067799958963,1e-07,-0.0071476063829787224,1e-08,0.0012760708703256297,1.3779788044020235e-08,1e-07,1e-07,191.0,1.0,1e-10,1e-10
PASO YOBAI,5.076075396090033,3.1547819404104547,-0.41195213118140717,0.9255350184996404,0.001487406624127909,-0.4536233727996134,0.03182530293893682,1e-07,-0.005851808971471135,0.916290731874155,0.00014165911833965175,1.971795673466482e-09,1e-07,1e-07,186.0,3.0,1e-10,1e-10
TACUARAS,26.660791246290216,0.033052559429597395,-0.2499999999999977,0.9006559326801424,0.00046049390389055813,-0.1423967163207966,0.020576232499367797,1e-07,-0.007035871972079014,1e-08,0.00213945716807592,4.848787078748601e-09,1e-07,1e-07,191.0,1.0,1e-10,1e-10
YATAITY DEL NORTE,22.274861669468024,337.48970644983854,0.20977492752423818,0.7778088725895141,0.0020104279644538934,-0.5707783363090464,0.011574542126694065,1e-07,-0.005633169215786876,0.276632236265196,0.0007715676909348304,1.077384554447884e-08,0.1650956543772057,0.009085525031412583,172.0,4.0,1e-10,1e-10
25 DE DICIEMBRE,19.600837344181915,0.0007896373287018963,0.6875000000000038,0.9636405102765131,0.0028731166804208956,-0.8708577503487187,0.021174779061626348,1e-07,-0.007952489595007257,0.6061358035703156,1.9232521871904812e-13,5.139915498464953e-09,1e-07,1e-07,185.0,1.0,1e-10,1e-10
SANTA MARIA,11.929271828773357,0.010109173306998093,-0.24999999999999167,0.9009943664179298,0.00045910887724225123,-0.1419686600975618,0.02057403787060208,1e-07,-0.0070098145462185995,1e-08,0.0021105946518489827,4.7725045970350654e-09,1e-07,1e-07,191.0,1.0,1e-10,1e-10
SANTIAGO,14.908187115428792,0.002520622172171263,0.3923983059091313,0.9354108225727742,0.001240182599732625,-0.381446277390784,0.02119766567835668,1e-07,-0.00799207243232345,1e-08,5.913817694186884e-13,5.203023444652986e-09,1e-07,1e-07,189.0,1.0,1e-10,1e-10
MCAL. FRANCISCO SOLANO LOPEZ,19.88482654570225,48.01019254688193,-0.264924756251091,0.7105721117891195,0.00036319269325058316,-0.11223369796728869,0.02066512338821791,1e-07,-0.0071412525945841075,1e-08,0.0012749565972222222,1.4251915268757973e-08,1e-07,1e-07,191.0,2.0,1e-10,1e-10
SAN JOSE OBRERO,23.134469076612266,0.0021182812862712242,0.5166666666666616,0.9537446734952513,0.002055091109315243,-0.6276683276072873,0.020822462324625812,1e-07,-0.0077782029805914836,0.6931471805599453,0.002227047512786355,5.121506487350983e-09,1e-07,1e-07,187.0,1.0,1e-10,1e-10
ITURBE,13.409552868141805,21.797178676253154,0.04347636490421101,0.9193792453748664,0.00224788476784361,-0.6761679286959785,0.03317656029065763,1e-07,-0.010408329374390547,0.6931471805599453,0.0013926910005858072,5.847543063041231e-09,1e-07,1e-07,183.0,3.0,1e-10,1e-10
JOSE FALCON,25.92016588906169,1e-07,1e-08,0.8992204192104202,0.0004664329071312456,-0.144232224179144,0.020585356938633614,1e-07,-0.007147606382978723,1e-08,0.00226658950617284,5.186532336007805e-09,1e-07,1e-07,191.0,1.0,1e-10,1e-10
NATALICIO TALAVERA,27.97125725326201,88.09047024815783,-0.5916687683703669,0.8526583968728371,0.000546293272190247,-0.16854072533432451,0.020289443601643975,1e-07,-0.006228300244704764,1e-08,0.00013614387806138565,5.085212502055459e-09,1e-07,1e-07,190.0,1.0,1e-10,1e-10
ANTEQUERA,78.54561174176993,3425.492260805541,-0.38315633342173494,0.6473306376776994,0.0005826154463618445,-0.17917710508307605,0.02134681796627358,1e-07,-0.005034776341256925,1e-08,0.0007097416667000171,1.6547216952431082e-08,1e-07,1e-07,189.0,2.0,1e-10,1e-10
ITANARA,70.00350017500875,1e-07,1e-08,0.9842792802909235,5.1912477239714585e-05,-0.016120573843795533,0.015652557319213778,1e-07,-0.001953125,1e-08,1e-07,3.203434507512446e-11,1e-07,1e-07,193.0,0.0,1e-10,1e-10
SAN COSME Y DAMIAN,11.961852735299942,11.55691083675755,-0.0968384311717355,0.9691430514739876,0.0016814772231123236,-0.5083240147267877,0.030804674118946607,1e-07,-0.0054669098043931535,0.3364722366212129,0.0002702354212693317,3.1058356816572736e-10,1e-07,1e-07,184.0,1.0,1e-10,1e-10
TEBICUARYMI,51.88567376728285,266.73302224824863,-0.027777777777777887,0.9661806354867601,0.0010416591868566572,-0.3182775313570724,0.014488337893993952,1e-07,-0.0035137556287206115,0.5108256237659907,0.0001329045355954019,3.123422338048715e-10,1e-07,1e-07,187.0,0.0,1e-10,1e-10
ITAPUA POTY,6.080505898090721,1e-07,1e-08,0.9207358152803534,0.00020749369899198956,-0.06431170729217896,0.012517692852068718,1e-07,-0.005208333333333334,1e-08,0.00226658950617284,2.623633506520475e-09,1e-07,1e-07,192.0,1.0,1e-10,1e-10
MACIEL,21.504093282132445,0.022307244746679528,-0.11111111111111112,0.9211559678281924,0.0008161155876765431,-0.2517463225702907,0.021055252235734456,1e-07,-0.007787418743135967,1e-08,6.973307563292352e-66,4.883116677664502e-09,1e-07,1e-07,190.0,1.0,1e-10,1e-10
SAN PATRICIO,26.939657127545996,5.267059116791688e-05,-1.0,0.9207529443477934,0.00020740989547906078,-0.06428574923484075,0.012518144764838257,1e-07,-0.0052065799218960415,1e-08,0.0022617098749896833,2.6198451284268384e-09,1e-07,1e-07,192.0,1.0,1e-10,1e-10
LAURELES,28.6368843069874,1e-07,1e-08,0.9842792802909235,5.1912477239714585e-05,-0.016120573843795533,0.015652557319213778,1e-07,-0.001953125,1e-08,1e-07,3.203434507512446e-11,1e-07,1e-07,193.0,0.0,1e-10,1e-10
BUENA VISTA,21.944053522855842,59.54805781657145,-0.7079213991031637,0.8720426740585248,0.001162927069491251,-0.3565940406240201,0.013528380718916044,1e-07,-0.007533887714671278,0.6931471805599453,0.0002759776646017672,4.9120431378130365e-09,1e-07,1e-07,188.0,3.0,1e-10,1e-10
LIMA,19.066036058784217,33.80938665030205,-0.19474858468059053,0.9080671631472355,0.0028637594305715944,-0.85128329625664,0.05722535934004502,1e-07,-0.009208358887210553,0.7472144018302211,0.00040690104166682975,4.815972952222497e-09,1e-07,1e-07,180.0,3.0,1e-10,1e-10
HUMAITA,32.3624685853655,0.00029250630993195645,-1.3964381896621766e-07,0.899412937426608,0.0004659972277406563,-0.14409764244635326,0.02058344388102651,1e-07,-0.007137938416731103,1e-08,0.0022578052299654944,5.15311309615117e-09,1e-07,1e-07,191.0,1.0,1e-10,1e-10
GENERAL DELGADO,20.737925652961056,106.57152253461739,-0.061943501475012874,0.8731880532092898,0.0006384805665965961,-0.19667891585898,0.017220887406056984,1e-07,-0.00411095387151298,1e-08,0.0002518432784639083,4.087914436496579e-09,1e-07,1e-07,189.0,1.0,1e-10,1e-10
YATYTAY,7.709248522435141,0.0003073885769617473,0.33333333333333326,0.9209639459870921,0.0008256048216654669,-0.25467312853853374,0.021055484212072484,1e-07,-0.007875540704452023,1e-08,9.613330806098168e-13,5.0964205717724515e-09,1e-07,1e-07,190.0,1.0,1e-10,1e-10
SAN SALVADOR,37.347331198618136,143.17857994116665,-0.2886004217853357,0.9556863142299461,0.0009039914286749854,-0.27734971594919805,0.030822241219314095,1e-07,-0.005553179552122903,1.0986122886681098,0.00027729552469135806,3.436090593227121e-10,1e-07,1e-07,188.0,1.0,1e-10,1e-10
ALTO VERA,5.938118846217117,0.0008421462330771806,-0.11111111111110818,0.9209272217994582,0.0008197324477087978,-0.252861504308627,0.02105518120621419,1e-07,-0.007827356725294311,1e-08,1e-07,4.976721210641201e-09,1e-07,1e-07,190.0,1.0,1e-10,1e-10
AZOTEY,12.672665061462427,1e-07,1e-08,0.9842792802909235,5.1912477239714585e-05,-0.016120573843795533,0.015652557319213778,1e-07,-0.001953125,1e-08,1e-07,3.203434507512446e-11,1e-07,1e-07,193.0,0.0,1e-10,1e-10
SAN RAFAEL DEL PARANA,4.409754376681219,1e-07,1e-08,0.9207358152803534,0.00020749369899198956,-0.06431170729217896,0.012517692852068718,1e-07,-0.005208333333333334,1e-08,0.00226658950617284,2.623633506520475e-09,1e-07,1e-07,192.0,1.0,1e-10,1e-10
CERRITO,73.69196757553426,905.0843475255991,-0.75,0.7111732822526858,0.00034540793354981313,-0.10673127726561982,0.020524306553975302,1e-07,-0.006930592494089815,1e-08,0.0013711467383021594,1.612296441456144e-08,1e-07,1e-07,191.0,2.0,1e-10,1e-10
GENERAL BRUGUEZ,64.18485237483954,2059.8476371899724,-1.0,0.9595451814325133,0.00023329414309699947,-0.07220140613106796,0.00951013347122287,1e-07,-0.0022751828457443016,1e-08,0.001496303228684521,1.7192493060768963e-10,1e-07,1e-07,191.0,1.0,1e-10,1e-10
YABEBYRY,35.98416696653472,1e-07,1e-08,0.9842792802909235,5.1912477239714585e-05,-0.016120573843795533,0.015652557319213778,1e-07,-0.001953125,1e-08,1e-07,3.203434507512446e-11,1e-07,1e-07,193.0,0.0,1e-10,1e-10
ZANJA PYTA,24.686133446184225,136.80524550512192,0.32231404958677684,0.8796746132376991,0.0018718649885296067,-0.562599497744195,0.03219301188272283,1e-07,-0.008892952127659745,1.9459101490553135,0.000445895724826705,3.984289294196968e-09,1e-07,1e-07,182.0,2.0,1e-10,1e-10
VILLALBIN,41.84100418410041,1e-07,1e-08,0.9842792802909235,5.1912477239714585e-05,-0.016120573843795533,0.015652557319213778,1e-07,-0.001953125,1e-08,1e-07,3.203434507512446e-11,1e-07,1e-07,193.0,0.0,1e-10,1e-10
BAHIA NEGRA,81.4663951120163,1e-07,1e-08,0.9842792802909235,5.1912477239714585e-05,-0.016120573843795533,0.015652557319213778,1e-07,-0.001953125,1e-08,1e-07,3.203434507512446e-11,1e-07,1e-07,193.0,0.0,1e-10,1e-10
TEMBIAPORA,7.068636460026861,1e-07,1e-08,0.9842792802909235,5.1912477239714585e-05,-0.016120573843795533,0.015652557319213778,1e-07,-0.001953125,1e-08,1e-07,3.203434507512446e-11,1e-07,1e-07,193.0,0.0,1e-10,1e-10
TAVAPY,17.868538608806634,104.25621943327785,-0.375,0.9561137201212093,0.0005174696114714108,-0.159386132219197,0.0205294862012807,1e-07,-0.003038194444444557,1e-08,0.00044772138393584345,1.6183667055455957e-10,1e-07,1e-07,189.0,1.0,1e-10,1e-10
LEANDRO OVIEDO,31.20449344705637,108.19115680970936,-1.0,0.9462117154026565,0.00012970308811583337,-0.04021614056798145,0.013195527821104003,1e-07,-0.003580729166666275,1e-08,0.00014166184413566624,5.141980244756375e-10,1e-07,1e-07,192.0,0.0,1e-10,1e-10
ISLA UMBU,33.333333333333336,1e-07,1e-08,0.9842792802909235,5.1912477239714585e-05,-0.016120573843795533,0.015652557319213778,1e-07,-0.001953125,1e-08,1e-07,3.203434507512446e-11,1e-07,1e-07,193.0,0.0,1e-10,1e-10
VILLA OLIVA,27.129679869777537,1e-07,1e-08,0.9842792802909235,5.1912477239714585e-05,-0.016120573843795533,0.015652557319213778,1e-07,-0.001953125,1e-08,1e-07,3.203434507512446e-11,1e-07,1e-07,193.0,0.0,1e-10,1e-10
CARMELO PERALTA,23.540489642184557,1e-07,1e-08,0.8992204192104202,0.0004664329071312456,-0.144232224179144,0.020585356938633614,1e-07,-0.007147606382978723,1e-08,0.00226658950617284,5.186532336007805e-09,1e-07,1e-07,191.0,1.0,1e-10,1e-10
DESMOCHADOS,56.49717514124294,1e-07,1e-08,0.9842792802909235,5.1912477239714585e-05,-0.016120573843795533,0.015652557319213778,1e-07,-0.001953125,1e-08,1e-07,3.203434507512446e-11,1e-07,1e-07,193.0,0.0,1e-10,1e-10
R I 3 CORRALES,10.999890001099988,1e-07,1e-08,0.9842792802909235,5.1912477239714585e-05,-0.016120573843795533,0.015652557319213778,1e-07,-0.001953125,1e-08,1e-07,3.203434507512446e-11,1e-07,1e-07,193.0,0.0,1e-10,1e-10
